Type,Suburb / Postcode,Area Room Name
Suburb,Barakula,Darling Downs - Maranoa
Suburb,Baralaba,Fitzroy
Suburb,Barambah,Wide Bay
Suburb,Baranduda,Hume
Suburb,Barangaroo,Sydney CBD & Surrounds
Suburb,Baratta,South Australia - Outback
Suburb,Barbalin,Western Australia - Wheat Belt
Suburb,Barberton,Western Australia - Wheat Belt
Suburb,Barbigal,Far West and Orana
Suburb,Barcaldine,Queensland - Outback
Suburb,Barcaldine Downs,Queensland - Outback
Suburb,Barcoongere,New England and North West
Suburb,Barden Ridge,Sydney - Sutherland
Suburb,Bardia,South West Sydney
Suburb,Bardon,Inner Brisbane
Suburb,Bardon West,Inner Brisbane
Suburb,Bardwell Park,St George
Suburb,Bardwell Valley,St George
Suburb,Baree,Fitzroy
Suburb,Bareena,Geelong & Surf Coast
Suburb,Barellan,Riverina
Suburb,Barellan Point,Ipswich & Springfield
Suburb,Barfold,Hume
Suburb,Bargara,Wide Bay
Suburb,Bargo,Sydney - Outer South West
Suburb,Bargunyah,Darling Downs - Maranoa
Suburb,Barham,North West
Suburb,Barigan,Hunter Valley Exc Newcastle
Suburb,Baringa,Sunshine Coast
Suburb,Baringhup,Bendigo
Suburb,Baringhup West,Bendigo
Suburb,Barinia,Barossa - Yorke - Mid North
Suburb,Barjarg,Latrobe - Gippsland
Suburb,Barker Creek Flat,Wide Bay
Suburb,Barkers Creek,Bendigo
Suburb,Barkers Vale,Richmond - Tweed
Suburb,Barkly,North West
Suburb,Barkstead,Ballarat
Suburb,Barlil,Wide Bay
Suburb,Barlows Hill,Fitzroy
Suburb,Barlyne,Wide Bay
Suburb,Barmah,Shepparton
Suburb,Barmaryee,Fitzroy
Suburb,Barmedman,Riverina
Suburb,Barmera,South Australia - South East
Suburb,Barmoya,Fitzroy
Suburb,Barmundu,Fitzroy
Suburb,Barna,South Australia - Outback
Suburb,Barnadown,Shepparton
Suburb,Barnard,Fitzroy
Suburb,Barnawartha,Hume
Suburb,Barnawartha North,Hume
Suburb,Barndioota,South Australia - Outback
Suburb,Barnes Bay,South East
Suburb,Barney Point,Fitzroy
Suburb,Barney View,Logan - Beaudesert
Suburb,Barneys Reef,Far West and Orana
Suburb,Barnsley,Newcastle and Lake Macquarie
Suburb,Baromi,Latrobe - Gippsland
Suburb,Barongarook,Warrnambool and South West
Suburb,Barongarook West,Warrnambool and South West
Suburb,Barooga,Shepparton
Suburb,Baroon Pocket,Sunshine Coast
Suburb,Baroona,Inner Brisbane
Suburb,Baroondah,Fitzroy
Suburb,Baroota,Barossa - Yorke - Mid North
Suburb,Barossa Goldfields,Barossa - Yorke - Mid North
Suburb,Barraba,New England and North West
Suburb,Barrabool,Geelong & Surf Coast
Suburb,Barrabup,Bunbury
Suburb,Barrack Heights,Wollongong & Illawarra
Suburb,Barrack Point,Wollongong & Illawarra
Suburb,Barraganyatti,Mid North Coast
Suburb,Barragga Bay,Capital Region
Suburb,Barragup,Mandurah
Suburb,Barrakee,North West
Suburb,Barrallier,Southern Highlands and Shoalhaven
Suburb,Barramornie,Darling Downs - Maranoa
Suburb,Barramunga,Warrnambool and South West
Suburb,Barraport,North West
Suburb,Barraport West,North West
Suburb,Barratta,Riverina
Suburb,Barren Grounds,Southern Highlands and Shoalhaven
Suburb,Barrengarry,Southern Highlands and Shoalhaven
Suburb,Barretta,Hobart
Suburb,Barretts Creek,New England and North West
Suburb,Barrine,Cairns
Suburb,Barringella,Other Territories
Suburb,Barringha,Townsville
Suburb,Barrington,Mid North Coast
Suburb,Barrington Tops,Mid North Coast
Suburb,Barringun,Far West and Orana
Suburb,Barron,Cairns
Suburb,Barron Gorge,Cairns
Suburb,Barrow Creek,Alice Springs
Suburb,Barrow Island,Western Australia - Outback
Suburb,Barry,New England and North West
Suburb,Barrys Reef,Bendigo
Suburb,Bartle Frere,Cairns
Suburb,Barton,Inner Canberra
Suburb,Barunah Park,Warrnambool and South West
Suburb,Barunah Plains,Warrnambool and South West
Suburb,Barunga,Northern Territory - Outback
Suburb,Barunga Gap,Barossa - Yorke - Mid North
Suburb,Barwang,Riverina
Suburb,Barwidgee,Hume
Suburb,Barwidgi,Cairns
Suburb,Barwite,Hume
Suburb,Barwon,Far West and Orana
Suburb,Barwon Downs,Warrnambool and South West
Suburb,Barwon Heads,Geelong & Surf Coast
Suburb,Baryulgil,New England and North West
Suburb,Basalt,Ballarat
Suburb,Basilisk,Cairns
Suburb,Basin Plain,New England and North West
Suburb,Basin Pocket,Ipswich & Springfield
Suburb,Basin View,Other Territories
Suburb,Baskerville,Eastern Perth
Suburb,Basket Range,Adelaide - Central and Hills
Suburb,Bass,Latrobe - Gippsland
Suburb,Bass Hill,Sydney - Parramatta
Suburb,Bassendean,New England and North West
Suburb,Bassendean Dc,Eastern Perth
Suburb,Batar Creek,Mid North Coast
Suburb,Batchelor,Northern Territory - Outback
Suburb,Bateau Bay,Central Coast
Suburb,Batehaven,Southern Highlands and Shoalhaven
Suburb,Bateman,South Perth & Fremantle
Suburb,Batemans Bay,Southern Highlands and Shoalhaven
Suburb,Batesford,Warrnambool and South West
Suburb,Bathampton,Central West
Suburb,Bathumi,Shepparton
Suburb,Bathurst,Central West
Suburb,Bathurst Island,Northern Territory - Outback
Suburb,Bathurst Street Po,Hobart
Suburb,Bathurst West,Central West
Suburb,Batlow,Riverina
Suburb,Batman,Inner Melbourne
Suburb,Battery Hill,Sunshine Coast
Suburb,Battery Point,Hobart
Suburb,Baudin,Bunbury
Suburb,Baudin Beach,South Australia - South East
Suburb,Bauhinia,Fitzroy
Suburb,Baulkham Hills,Sydney - Parramatta
Suburb,Bauple,Wide Bay
Suburb,Bauple Forest,Wide Bay
Suburb,Baw Baw,Sydney - Outer West and Blue Mountains
Suburb,Baw Baw Village,Melbourne - Outer East
Suburb,Bawley Point,Southern Highlands and Shoalhaven
Suburb,Baxter,Frankston & Mornington Peninsula
Suburb,Baxters Ridge,Mid North Coast
Suburb,Bay Of Shoals,South Australia - South East
Suburb,Bay Village,Central Coast
Suburb,Bayah,South Australia - South East
Suburb,Bayfield,Fitzroy
Suburb,Bayindeen,North West
Suburb,Bayldon,Coffs Harbour - Grafton
Suburb,Bayles,Melbourne - South East
Suburb,Baynton,Hume
Suburb,Baynton East,Hume
Suburb,Bayonet Head,Western Australia - Wheat Belt
Suburb,Bayrick,Queensland - Outback
Suburb,Bayswater,South East Melbourne
Suburb,Bayswater North,South East Melbourne
Suburb,Bayview,Darwin
Suburb,Bayview Heights,Cairns
Suburb,Beach Holm,Townsville
Suburb,Beachlands,Western Australia - Outback
Suburb,Beachmere,Moreton Bay - North
Suburb,Beachport,South Australia - South East
Suburb,Beacon,Western Australia - Wheat Belt
Suburb,Beacon Hill,Northern Beaches
Suburb,Beaconsfield,Sydney CBD & Surrounds
Suburb,Beaconsfield Upper,Melbourne - South East
Suburb,Beadell,Western Australia - Outback
Suburb,Bealiba,North West
Suburb,Bean Creek,Richmond - Tweed
Suburb,Bearbong,Far West and Orana
Suburb,Beard,Tuggeranong
Suburb,Beargamil,Central West
Suburb,Bearii,Shepparton
Suburb,Bears Lagoon,Bendigo
Suburb,Beatrice,Cairns
Suburb,Beatty,South Australia - South East
Suburb,Beauchamp,North West
Suburb,Beaudesert,Logan - Beaudesert
Suburb,Beaufort,North West
Suburb,Beaufort River,Western Australia - Wheat Belt
Suburb,Beaumaris,Bayside Melbourne
Suburb,Beaumont,Southern Highlands and Shoalhaven
Suburb,Beaumont Hills,Hills District
Suburb,Beaumonts,South Australia - South East
Suburb,Beaury Creek,Richmond - Tweed
Suburb,Beauty Point,Capital Region
Suburb,Beaver Rock,Wide Bay
Suburb,Beazleys Bridge,North West
Suburb,Beckenham,Perth - South East
Suburb,Beckom,Riverina
Suburb,Bective,New England and North West
Suburb,Bectric,Riverina
Suburb,Bedford,Eastern Perth
Suburb,Bedford Park,Western Adelaide & Glenelg
Suburb,Bedford Road,Melbourne - Outer East
Suburb,Bedfordale,Perth - South East
Suburb,Bedgerabong,Central West
Suburb,Bedgerebong,Central West
Suburb,Bedourie,Queensland - Outback
Suburb,Beeac,Warrnambool and South West
Suburb,Beebo,Darling Downs - Maranoa
Suburb,Beech Forest,Warrnambool and South West
Suburb,Beechboro,Eastern Perth
Suburb,Beecher,Fitzroy
Suburb,Beechford,Launceston
Suburb,Beechina,Perth - North East
Suburb,Beechmont,Gold Coast North
Suburb,Beechwood,Mid North Coast
Suburb,Beechworth,Hume
Suburb,Beecroft,Parramatta & Surrounds
Suburb,Beecroft Peninsula,Other Territories
Suburb,Beedelup,Bunbury
Suburb,Beela,Bunbury
Suburb,Beelbangera,Riverina
Suburb,Beelbee,Wide Bay
Suburb,Beelbi Creek,Wide Bay
Suburb,Beelerup,Bunbury
Suburb,Beeliar,South Perth & Fremantle
Suburb,Beemunnel,Far West and Orana
Suburb,Beenaam Valley,Sunshine Coast
Suburb,Beenak,Melbourne - South East
Suburb,Beenleigh,Logan & Beenleigh
Suburb,Beenong,Western Australia - Wheat Belt
Suburb,Beerburrum,Sunshine Coast
Suburb,Beermullah,Western Australia - Wheat Belt
Suburb,Beeron,Wide Bay
Suburb,Beerwah,Sunshine Coast
Suburb,Bees Creek,Northern Territory - Outback
Suburb,Beetaloo Valley,Barossa - Yorke - Mid North
Suburb,Bega,Capital Region
Suburb,Beggan Beggan,Capital Region
Suburb,Begonia,Darling Downs - Maranoa
Suburb,Beilba,Darling Downs - Maranoa
Suburb,Beilpajah,Murray
Suburb,Bejoording,Western Australia - Wheat Belt
Suburb,Belair,Adelaide - South
Suburb,Belalie East,Barossa - Yorke - Mid North
Suburb,Belalie North,Barossa - Yorke - Mid North
Suburb,Belanglo,Southern Highlands and Shoalhaven
Suburb,Belbora,Mid North Coast
Suburb,Belcong,Fitzroy
Suburb,Belconnen,Belconnen
Suburb,Belconnen Dc,Belconnen
Suburb,Beldon,Northern Perth
Suburb,Belfield,Sydney - Inner West
Suburb,Belford,Hunter Valley Exc Newcastle
Suburb,Belfrayden,Riverina
Suburb,Belgian Gardens,Townsville
Suburb,Belgrave,Outer East Melbourne
Suburb,Belgrave Heights,Outer East Melbourne
Suburb,Belgrave South,Outer East Melbourne
Suburb,Belgravia,Central West
Suburb,Belhus,Perth - North East
Suburb,Belimbla Park,South West Sydney
Suburb,Belivah,Logan & Beenleigh
Suburb,Bell,Sydney - Outer West and Blue Mountains
Suburb,Bell Bay,Launceston
Suburb,Bell Bird Creek,Latrobe - Gippsland
Suburb,Bell Park,Geelong & Surf Coast
Suburb,Bell Post Hill,Geelong & Surf Coast
Suburb,Bella Creek,Sunshine Coast
Suburb,Bella Vista,Hills District
Suburb,Bellamack,Darwin
Suburb,Bellambi,Wollongong & Illawarra
Suburb,Bellangry,Mid North Coast
Suburb,Bellara,Moreton Bay - North
Suburb,Bellarine,Geelong & Surf Coast
Suburb,Bellata,New England and North West
Suburb,Bellawongarah,Southern Highlands and Shoalhaven
Suburb,Bellbird,Hunter Valley Exc Newcastle
Suburb,Bellbird Creek,Latrobe - Gippsland
Suburb,Bellbird Heights,Hunter Valley Exc Newcastle
Suburb,Bellbird Park,Ipswich & Springfield
Suburb,Bellbowrie,Ipswich
Suburb,Bellbrae,Geelong & Surf Coast
Suburb,Bellbridge,Hume
Suburb,Bellbrook,New England and North West
Suburb,Bellellen,North West
Suburb,Bellenden Ker,Cairns
Suburb,Bellerive,Hobart
Suburb,Bellevue,Queensland - Outback
Suburb,Bellevue Heights,Adelaide - South
Suburb,Bellevue Hill,Eastern Suburbs
Suburb,Bellfield,Melbourne - North East
Suburb,Bellhaven,Ipswich & Springfield
Suburb,Belli Park,Sunshine Coast
Suburb,Bellimbopinni,New England and North West
Suburb,Bellingen,Coffs Harbour - Grafton
Suburb,Bellingham,Launceston and North East
Suburb,Bellmere,Moreton Bay - North
Suburb,Bellmount Forest,Capital Region
Suburb,Bells Beach,Geelong & Surf Coast
Suburb,Bells Bridge,Sunshine Coast
Suburb,Bells Creek,Sunshine Coast
Suburb,Bellthorpe,Moreton Bay - North
Suburb,Belltrees,Mid North Coast
Suburb,Bellview,Latrobe - Gippsland
Suburb,Belmont,Perth - South East
Suburb,Belmont Heights,East Brisbane & Bayside
Suburb,Belmont North,Newcastle and Lake Macquarie
Suburb,Belmont South,Newcastle and Lake Macquarie
Suburb,Belmore,Sydney - Inner South West
Suburb,Belmore River,New England and North West
Suburb,Belmunda,Mackay
Suburb,Beloka,Capital Region
Suburb,Beloon,Sydney - Outer West and Blue Mountains
Suburb,Belowra,Capital Region
Suburb,Belrose,Northern Beaches
Suburb,Belrose West,Northern Beaches
Suburb,Beltana,South Australia - Outback
Suburb,Beltana Station,South Australia - Outback
Suburb,Belton,South Australia - Outback
Suburb,Belvedere,Cairns
Suburb,Belvedere Park,Bayside Melbourne
Suburb,Belvidere,South Australia - South East
Suburb,Belyando,Mackay
Suburb,Belyuen,Northern Territory - Outback
Suburb,Bemboka,Capital Region
Suburb,Bemerside,Townsville
Suburb,Bemm River,Latrobe - Gippsland
Suburb,Ben Buckler,Eastern Suburbs
Suburb,Ben Buckley,Hunter Valley Exc Newcastle
Suburb,Ben Bullen,Sydney - Outer West and Blue Mountains
Suburb,Ben Lomond,New England and North West
Suburb,Ben Nevis,North West
Suburb,Ben Venue,New England and North West
Suburb,Bena,Latrobe - Gippsland
Suburb,Benair,Wide Bay
Suburb,Benalla,Hume
Suburb,Benalla West,Hume
Suburb,Benambra,Latrobe - Gippsland
Suburb,Benandarah,Southern Highlands and Shoalhaven
Suburb,Benanee,Murray
Suburb,Benaraby,Fitzroy
Suburb,Benarca,Riverina
Suburb,Benarch,Shepparton
Suburb,Benarkin,Ipswich & Springfield
Suburb,Benarkin North,Ipswich & Springfield
Suburb,Benayeo,North West
Suburb,Benbournie,Barossa - Yorke - Mid North
Suburb,Bencubbin,Western Australia - Wheat Belt
Suburb,Bend Of Islands,Northern Melbourne
Suburb,Benda,South Australia - South East
Suburb,Bendalong,Southern Highlands and Shoalhaven
Suburb,Bendeela,Southern Highlands and Shoalhaven
Suburb,Bendemeer,New England and North West
Suburb,Bendering,Western Australia - Wheat Belt
Suburb,Bendick Murrell,Capital Region
Suburb,Bendigo,Bendigo
Suburb,Bendigo Dc,Bendigo
Suburb,Bendigo Forward,Bendigo
Suburb,Bendigo South,Bendigo
Suburb,Bendoc,Latrobe - Gippsland
Suburb,Bendolba,Mid North Coast
Suburb,Bendoura,Southern Highlands and Shoalhaven
Suburb,Beneree,Central West
Suburb,Benerembah,Riverina
Suburb,Bengalla,Hunter Valley Exc Newcastle
Suburb,Benger,Bunbury
Suburb,Bengworden,Latrobe - Gippsland
Suburb,Benholme,Mackay
Suburb,Beni,Far West and Orana
Suburb,Benjaberring,Western Australia - Wheat Belt
Suburb,Benjeroop,North West
Suburb,Benjinup,Bunbury
Suburb,Benloch,Melbourne - North West
Suburb,Bennett Springs,Eastern Perth
Suburb,Bennetts Green,Newcastle & Hunter
Suburb,Bennettswood,Inner East Melbourne
Suburb,Bennison,Latrobe - Gippsland
Suburb,Benobble,Logan - Beaudesert
Suburb,Benolong,Far West and Orana
Suburb,Benowa,Gold Coast
Suburb,Bensville,Central Coast
Suburb,Bentleigh,Melbourne - Inner South
Suburb,Bentleigh East,Melbourne - Inner South
Suburb,Bentley,Perth - South East
Suburb,Bentley Dc,Perth - South East
Suburb,Bentley Park,Cairns
Suburb,Bentley South,Perth - South East
Suburb,Benwerrin,Warrnambool and South West
Suburb,Berajondo,Wide Bay
Suburb,Berala,Parramatta & Surrounds
Suburb,Berambing,Penrith & Blue Mountains
Suburb,Berat,Darling Downs - Maranoa
Suburb,Beremboke,Geelong
Suburb,Beresfield,Newcastle & Hunter
Suburb,Beresford,Western Australia - Outback
Suburb,Bergalia,Capital Region
Suburb,Bergen,Darling Downs - Maranoa
Suburb,Berkeley,Wollongong & Illawarra
Suburb,Berkeley Vale,Central Coast
Suburb,Berkshire Park,Blacktown & Mount Druitt
Suburb,Berkshire Valley,Western Australia - Wheat Belt
Suburb,Berlang,Southern Highlands and Shoalhaven
Suburb,Bermagui,Capital Region
Suburb,Bermagui South,Capital Region
Suburb,Bernier Island,Western Australia - Outback
Suburb,Berowra,Upper North Shore
Suburb,Berowra Creek,Upper North Shore
Suburb,Berowra Heights,Upper North Shore
Suburb,Berowra Waters,Upper North Shore
Suburb,Berrambool,Capital Region
Suburb,Berrara,Other Territories
Suburb,Berremangra,Riverina
Suburb,Berri,South Australia - South East
Suburb,Berrico,Mid North Coast
Suburb,Berridale,Capital Region
Suburb,Berriedale,Hobart
Suburb,Berrigal,New England and North West
Suburb,Berrigan,Shepparton
Suburb,Berrilee,Hills District
Suburb,Berrima,Southern Highlands and Shoalhaven
Suburb,Berrimah,Darwin
Suburb,Berrimal,North West
Suburb,Berrimal West,North West
Suburb,Berrinba,South Brisbane
Suburb,Berringa,Ballarat
Suburb,Berringama,Hume
Suburb,Berringer Lake,Southern Highlands and Shoalhaven
Suburb,Berriwillock,North West
Suburb,Berry,Southern Highlands and Shoalhaven
Suburb,Berry Jerry,Riverina
Suburb,Berry Mountain,Southern Highlands and Shoalhaven
Suburb,Berry Park,Newcastle & Hunter
Suburb,Berry Springs,Darwin
Suburb,Berrybank,Warrnambool and South West
Suburb,Berrys Creek,Latrobe - Gippsland
Suburb,Berserker,Fitzroy
Suburb,Berthong,Riverina
Suburb,Bertram,South Perth & Fremantle
Suburb,Berwick,Melbourne - South East
Suburb,Beryl,Far West and Orana
Suburb,Bessiebelle,Warrnambool and South West
Suburb,Beswick,Northern Territory - Outback
Suburb,Beswick Creek,Northern Territory - Outback
Suburb,Bet Bet,Bendigo
Suburb,Bete Bolong,Latrobe - Gippsland
Suburb,Bete Bolong North,Latrobe - Gippsland
Suburb,Bethanga,Hume
Suburb,Bethania,Logan & Beenleigh
Suburb,Bethany,Barossa - Yorke - Mid North
Suburb,Bethel,Barossa - Yorke - Mid North
Suburb,Bethungra,Riverina
Suburb,Betley,Bendigo
Suburb,Beulah,North West
Suburb,Beulah Park,Inner Adelaide
Suburb,Bevendale,Capital Region
Suburb,Beverford,North West
Suburb,Beveridge,Melbourne - North East
Suburb,Beverley,Adelaide - West
Suburb,Beverley Park,St George
Suburb,Beverly Hills,St George
Suburb,Bewong,Other Territories
Suburb,Bexhill,Richmond - Tweed
Suburb,Bexley,St George
Suburb,Bexley North,St George
Suburb,Bexley South,St George
Suburb,Biala,Capital Region
Suburb,Biarra,Moreton Bay - North
Suburb,Bibaringa,Northern Adelaide
Suburb,Bibbenluke,Capital Region
Suburb,Bibliando,South Australia - Outback
Suburb,Biboohra,Cairns
Suburb,Bibra Lake,South Perth & Fremantle
Suburb,Bibra Lake Dc,South Perth & Fremantle
Suburb,Bicheno,South East
Suburb,Bickley,Perth - South East
Suburb,Bickley Vale,South West Sydney
Suburb,Bicton,South Perth & Fremantle
Suburb,Biddaddaba,Logan - Beaudesert
Suburb,Biddelia,Bunbury
Suburb,Biddeston,Darling Downs - Maranoa
Suburb,Biddon,Far West and Orana
Suburb,Bidgeemia,Hume
Suburb,Bidwill,Blacktown & Mount Druitt
Suburb,Bielsdown Hills,New England and North West
Suburb,Big Bend,South Australia - South East
Suburb,Big Desert,South Australia - South East
Suburb,Big Grove,Western Australia - Wheat Belt
Suburb,Big Hill,Southern Highlands and Shoalhaven
Suburb,Big Jacks Creek,New England and North West
Suburb,Big Pats Creek,Melbourne - Outer East
Suburb,Big Ridge,Sydney - Baulkham Hills and Hawkesbury
Suburb,Big Springs,Riverina
Suburb,Big Tuan,Wide Bay
Suburb,Big Yengo,Sydney - Baulkham Hills and Hawkesbury
Suburb,Bigga,Central West
Suburb,Biggara,Latrobe - Gippsland
Suburb,Biggenden,Wide Bay
Suburb,Biggera Waters,Gold Coast North
Suburb,Biggs Flat,Adelaide Hills
Suburb,Bilambil,Richmond - Tweed
Suburb,Bilambil Heights,Richmond - Tweed
Suburb,Bilbarin,Western Australia - Wheat Belt
Suburb,Bilbul,Riverina
Suburb,Bilgola,Northern Beaches
Suburb,Bilgola Beach,Northern Beaches
Suburb,Bilgola Plateau,Northern Beaches
Suburb,Bilinga,Gold Coast
Suburb,Bilingurr,Western Australia - Outback
Suburb,Billa Billa,Darling Downs - Maranoa
Suburb,Billa Kalina,South Australia - Outback
Suburb,Billabong,Latrobe - Gippsland
Suburb,Billeroo West,South Australia - South East
Suburb,Billeroy,Far West and Orana
Suburb,Billiatt,South Australia - South East
Suburb,Billilingra,Capital Region
Suburb,Billimari,Central West
Suburb,Billinudgel,Richmond - Tweed
Suburb,Billyrimba,Darling Downs - Maranoa
Suburb,Billys Creek,New England and North West
Suburb,Billywillinga,Central West
Suburb,Biloela,Fitzroy
Suburb,Bilpin,Penrith & Blue Mountains
Suburb,Bilwon,Cairns
Suburb,Bilyana,Cairns
Suburb,Bimberi,Woden & Weston Creek
Suburb,Bimbi,Central West
Suburb,Bimbijy,Western Australia - Wheat Belt
Suburb,Bimbimbie,Southern Highlands and Shoalhaven
Suburb,Bimbourie,North West
Suburb,Bimbowrie,South Australia - South East
Suburb,Bimlow,Sydney - Outer West and Blue Mountains
Suburb,Binalong,Capital Region
Suburb,Binalong Bay,Launceston and North East
Suburb,Binbee,Mackay
Suburb,Binda,Central West
Suburb,Bindarrah,South Australia - South East
Suburb,Bindebango,Queensland - Outback
Suburb,Bindera,Mid North Coast
Suburb,Bindi,Latrobe - Gippsland
Suburb,Bindi Bindi,Western Australia - Wheat Belt
Suburb,Bindogundra,Central West
Suburb,Bindook,Sydney - Outer West and Blue Mountains
Suburb,Bindoon,Western Australia - Wheat Belt
Suburb,Bindoon Training Area,Western Australia - Wheat Belt
Suburb,Binduli,Western Australia - Outback
Suburb,Bingara,New England and North West
Suburb,Bingeebeebra,Richmond - Tweed
